Organization Code,Organization Name,Audience Provider ID
182_3016,"Little Acres Learning Academy",4	
182_3116,"Little Bears Daycare",4	
182_1208,"Little Biggar Preschool",4	
182_3160,"Little Blessings Nursery School",4	
182_1212,"Little Britches Daycare",4	
182_3552,"Little Explorers Learning Center",4	
182_1216,"Little Gals - Pals",4	
182_3100,"Little Meadows Learning Center",4	
182_3440,"Little People Daycare / W-B",4	
182_1224,"Little People Daycare/Scranton",4	
182_2764,"Little Saints Preschool",4	
182_1232,"Little Stars/Mountaintop",4	
182_1236,"Little Sunshines Child Care Center",4	
182_3356,"Little Tykes LC",4	
182_3692,"Living Hope Bible Church",4	
182_1992,"Lock Haven Christian School",4	
182_1996,"Lock Haven University",4	
182_2000,"Loyalsock Township School District",4	
182_1240,"Lutz Preschool",4	
182_2004,"Luzerne County Community College",4	
182_1244,"Luzerne County Courthouse",4	
182_3432,"Luzerne County Day Reporting Ctr",4	
182_3280,"Luzerne County Transp Auth",4	
182_3784,"LVHN HWC Fitness",4	
182_3156,"Lycoming Career -Technology Ctr",4	
182_2012,"Lycoming College",4	
182_3732,"Lycoming Cty Water & Sewer Authority",4	
182_3496,"M I Windows-Doors",4	
182_1252,"Magic Carpet Preschool",4	
182_2020,"Mahanoy Area School District",4	
182_3844,"Mall at Steamtown",4	
182_2028,"Mansfield University",4	
182_2040,"Marian Catholic High School",4	
182_3684,"Marthas Table",4	
182_2044,"Marywood University",4	
182_2048,"McAdoo Catholic Elementary",4	
182_3476,"McCann School of Business (D. City)",4	
182_3872,"McCann School of Business (Hazleton)",4	
182_3520,"McCann School of Business (W-B)",4	
182_2052,"Meadowbrook Christian School",4	
182_2056,"Meadowview Christian Academy",4	
182_3856,"Meals on Wheels / Lackawanna",4	
182_3812,"Meals on Wheels / Monroe County",4	
182_1264,"Meals on Wheels/Pittston",4	
182_2956,"Meals on Wheels/Schuylkill Sr Ctrs",4	
182_1272,"Meals on Wheels/Tamaqua",4	
182_1276,"Meals on Wheels/Wyoming Valley",4	
182_1280,"Mekeel Child Care Center",4	
182_3652,"Mia Products Co.",4	
182_2060,"Mid Valley School District",4	
182_2064,"Midd-West School District",4	
182_2068,"Mifflinburg Area School District",4	
182_3096,"Milford Hill Learning Center",4	
182_1284,"Millenium Child Care Center",4	
182_2072,"Millville Area School District",4	
182_2076,"Milton Area School District",4	
182_3532,"Milton Ties II (CSIU)",4	
182_2084,"Minersville Area School District",4	
182_1680,"Misericordia University",4	
182_3412,"Miss Ashleys Beach House DC",4	
182_3148,"Miss Ellies Education Center",4	
182_1292,"Miss Janes Child Care",4	
182_2088,"MMI Preparatory School",4	
182_2092,"Monroe Career-Technical Institute",4	
182_3776,"Monroe County Courthouse",4	
182_2096,"Monsignor McHugh Elementary School",4	
182_2100,"Montessori @ Elmpark",4	
182_2104,"Montgomery Area School District",4	
182_3668,"Montour Commissioners Office",4	
182_2108,"Montoursville Area School District",4	
182_2112,"Montrose Area School District",4	
182_1300,"Moscow United Methodist Preschool",4	
182_2120,"Mount Carmel Area School District",4	
182_3188,"Mountain Karate Academy",4	
182_2128,"Mountain View School District",4	
182_2132,"Muhlenberg College",4	
182_2136,"Muhlenburg Christian Academy",4	
182_3852,"Muncy Bank & Trust Company",4	
182_2140,"Muncy School District",4	
182_2144,"N.E.I.U.",4	
182_1304,"Nanny Rose Child Care",4	
182_2148,"Nativity BVM High School",4	
182_2152,"Nazareth Area School District",4	
182_3588,"New Horizons Computer LC / Pittston",4	
182_3596,"New Horizons Computer LC / Reading",4	
182_3600,"New Horizons Computer LC/Bethlehem",4	
182_3392,"Newtown Slocomb Mfg",4	
182_1308,"Noahs Ark Nursery School",4	
182_3020,"North Pocono Preschool",4	
182_2164,"North Pocono School District",4	
182_2168,"North Rome Christian School",4	
182_2172,"North Schuylkill School District",4	
182_2176,"Northampton Area School District",4	
182_3204,"Northampton St B-Ball Leauge",4	
182_2180,"Northeast Bradford School District",4	
182_3780,"Northeastern PA Reading Association",4	
182_2184,"Northern Lehigh School District",4	
182_3196,"Northern Tier Career Center",4	
182_2188,"Northern Tioga School District",4	
182_1324,"Northumberland Area Head Start",4	
182_2744,"Northumberland Christian School",4	
182_2192,"Northumberland County CTC",4	
182_2196,"Northwest Area School District",4	
182_2200,"Northwestern Lehigh School District",4	
182_2204,"Notre Dame Jr/Sr High School",4	
182_2212,"Old Forge School District",4	
182_2216,"Our Lady Lourdes Regional High School",4	
182_2220,"Our Lady of Peace School",4	
182_3152,"Our Lady of the Angels Academy",4	
182_3572,"PA CareerLink",4	
182_3688,"PALCO Federal Credit Union",4	
182_2228,"Palmerton Area School District",4	
182_2232,"Panther Valley School District",4	
182_2236,"Pen Argyl Area School District",4	
182_2240,"Penn College of Technology",4	
182_3672,"Penn State Extension Luzerne",4	
182_3560,"Penn Warranty",4	
182_2244,"Philipsburg Area School District",4	
182_2248,"Pine Grove Area School District",4	
182_2252,"Pittston Area School District",4	
182_3724,"Plains Township",4	
182_2256,"Pleasant Valley School District",4	
